Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Rep_Periods,Timesteps_per_Rep_Period
,,,,,51,13901,18865,34223.63771,45071.76344,7029,,
,,,,,52,13764,18531,35319.33299,47217.93155,7119,,
,,,,,53,13803,18372,36044.19847,48173.24019,7274,,
,,,,,54,14549,18990,37371.33296,49769.47117,7546,,
,,,,,55,17077,21290,45374.88422,58515.43479,7821,,
,,,,,56,21248,25072,43933.96202,56292.62931,8284,,
,,,,,57,22682,27307,43474.00167,55303.31095,8761,,
,,,,,58,22466,27550,42677.84921,53498.73657,9129,,
,,,,,59,22483,27926,42332.22338,52786.96807,9172,,
,,,,,60,23008,28570,43243.29473,53535.75412,9123,,
,,,,,61,23331,29020,44863.06987,55669.27064,9059,,
,,,,,62,23233,28913,48904.95572,61925.73412,8983,,
,,,,,63,23565,29249,50973.64013,64813.556,8945,,
,,,,,64,24701,30397,50625.64019,64307.84585,8997,,
,,,,,65,26501,32140,49985.13817,63053.35519,9219,,
,,,,,66,29707,34601,49194.32621,61205.11234,9680,,
,,,,,67,30548,35887,48823.76333,59980.11933,9779,,
,,,,,68,28215,33602,48759.50881,59398.89277,9601,,
,,,,,69,27180,32727,49123.84901,59505.04264,9494,,
,,,,,70,23800,29426,49076.17962,59064.23183,9279,,
,,,,,71,21750,27537,49853.99888,60693.51752,8986,,
,,,,,72,19918,25938,51201.7346,63145.07721,8768,,
,,,,,73,18215,23996,53781.06658,66872.15738,8685,,
,,,,,74,17101,22422,56795.10036,68078.56125,8578,,
,,,,,75,16500,21581,58588.23719,69015.72854,8519,,
,,,,,76,16300,21147,59920.05444,69463.36986,8566,,
,,,,,77,16325,20850,60240.42066,68300.63524,8678,,
,,,,,78,17036,21319,61273.35275,68383.75446,8898,,
,,,,,79,19582,23729,59963.78967,65987.07386,9228,,
,,,,,80,24118,27957,57972.6455,62748.59488,9562,,
,,,,,81,25716,30124,57107.91865,60783.06831,10006,,
,,,,,82,25316,29911,55836.53241,57998.83528,10203,,
,,,,,83,24913,30035,54742.61,56001.79057,10215,,
,,,,,84,25206,30577,54609.26179,55108.46783,10151,,
,,,,,85,25325,30696,55097.59905,55303.16194,10026,,
,,,,,86,24901,30228,58105.43452,59614.53265,9761,,
,,,,,87,25068,30351,58424.06849,60801.92524,9563,,
,,,,,88,26194,31263,55651.91896,58559.78716,9457,,
,,,,,89,28064,32834,52968.79343,56457.87974,9636,,
,,,,,90,31220,35638,50727.05757,54532.83312,10102,,
,,,,,91,31373,36192,49175.645,53385.20141,10286,,
,,,,,92,28719,33902,48178.31597,52944.23763,10130,,
,,,,,93,27442,32674,47840.03615,53175.72194,9978,,
,,,,,94,23637,29129,47439.75705,52829.1911,9675,,
,,,,,95,21390,27152,48136.85488,54022.78041,9284,,
,,,,,96,19430,25282,49056.72198,55814.85671,8929,,
,,,,,97,17355,22807,51279.30636,59129.99284,8723,,
,,,,,98,16173,21151,54046.1483,64223.35414,8494,,
,,,,,99,15519,20244,55360.24679,65609.35214,8335,,
,,,,,100,15280,19804,56175.92578,66770.7477,8264,,
,,,,,101,15196,19491,56194.41766,66260.00812,8217,,
,,,,,102,15834,19925,57321.14259,67050.47625,8309,,
,,,,,103,18247,22063,56043.7895,64943.47138,8549,,
,,,,,104,22444,25735,53930.08749,61816.01244,8960,,
,,,,,105,23837,27758,52888.76367,60125.06941,9323,,
,,,,,106,23460,27798,51257.44638,57677.30515,9461,,
,,,,,107,23341,27843,50173.51682,56727.10985,9293,,
,,,,,108,23588,27881,50329.2348,57322.79497,9092,,
,,,,,109,23545,27935,51363.6087,59506.80556,9010,,
,,,,,110,23187,27538,55500.08559,67005.27108,8798,,
,,,,,111,23453,27690,57188.99746,70786.40958,8596,,
,,,,,112,24610,28678,56076.77775,70814.31565,8483,,
,,,,,113,26331,30205,54949.10996,70198.85308,8544,,
,,,,,114,29238,32668,54142.3641,69167.71273,8776,,
,,,,,115,29574,33292,53882.862,69258.64471,8683,,
,,,,,116,26834,30725,53956.08077,69932.99046,8424,,
,,,,,117,25611,29519,54702.9587,71200.79989,8112,,
,,,,,118,22313,26478,55127.22323,71601.02983,7772,,
,,,,,119,20204,24707,56344.45514,73761.48689,7337,,
,,,,,120,18278,23129,57884.78781,76251.55787,7040,,
,,,,,121,16499,21102,61003.58962,80183.22657,6714,,
,,,,,122,15405,19749,63539.06787,80319.56732,6448,,
,,,,,123,14814,18882,65533.53459,80905.90955,6318,,
,,,,,124,14594,18513,67063.83731,81096.00399,6234,,
,,,,,125,14472,18268,67730.60799,80179.44511,6231,,
,,,,,126,15083,18712,69263.52646,80675.7123,6359,,
,,,,,127,17466,20800,68120.91758,78234.04573,6636,,
,,,,,128,21306,23885,66025.73456,74468.45756,7030,,
,,,,,129,22592,25363,64914.01228,71281.79469,7418,,
,,,,,130,22279,25077,63007.09968,66819.34671,7685,,
,,,,,131,22126,25157,61389.03801,62908.21123,7722,,
,,,,,132,22339,25265,60856.37239,60944.43705,7686,,
,,,,,133,22352,25352,61022.6185,60527.16993,7713,,
,,,,,134,21947,24940,63963.83055,64599.02368,7581,,
,,,,,135,22155,25009,63987.33901,65617.55655,7456,,
,,,,,136,23218,26023,60851.809,63765.7297,7386,,
,,,,,137,24894,27536,57645.3704,61710.54101,7612,,
,,,,,138,27605,29776,54562.36971,59438.71582,8020,,
,,,,,139,27381,29963,52374.22987,57982.7003,8169,,
,,,,,140,24276,27254,51021.92378,57274.14373,8051,,
,,,,,141,22912,25871,50476.81329,57324.32155,7938,,
,,,,,142,20182,23418,49765.81098,56802.88929,7734,,
,,,,,143,18412,21978,49874.7794,57711.04825,7431,,
,,,,,144,16867,20804,50148.16389,59108.20219,7209,,
,,,,,145,15960,20057,51898.80442,62215.10088,6993,,
,,,,,146,14317,18356,49949.02666,62556.12474,6807,,
,,,,,147,13744,17591,50329.91694,63164.84378,6725,,
,,,,,148,13384,17109,50136.41814,63415.9865,6728,,
,,,,,149,13104,16719,49524.72774,62420.52973,6783,,
,,,,,150,13428,16918,49985.78826,62784.72291,6964,,
,,,,,151,14209,17633,48559.35117,60537.51293,7291,,
,,,,,152,15167,18126,46627.43195,57400.49472,7830,,
,,,,,153,16252,18945,45543.33337,55395.74244,8335,,
,,,,,154,17818,20241,44221.43517,52671.77116,8620,,
,,,,,155,18990,21636,43179.43244,50842.63891,8798,,
,,,,,156,19866,22686,43251.78237,50477.70911,8947,,
,,,,,157,20558,23490,43910.5551,51417.94631,9038,,
,,,,,158,20283,23333,46462.20287,56278.4841,9002,,
,,,,,159,20129,23238,47277.92142,57880.35214,8840,,
,,,,,160,20024,23270,45852.97462,56233.48478,8641,,
,,,,,161,20599,23673,44300.52904,54298.7836,8704,,
,,,,,162,21519,24159,42787.60145,52373.25861,8948,,
,,,,,163,23840,26721,41884.18753,51531.10228,8926,,
,,,,,164,23336,26604,41464.60708,51517.82166,8743,,
,,,,,165,21879,25311,41509.97927,52248.12787,8522,,
,,,,,166,20655,24179,41268.40875,52447.71079,8264,,
,,,,,167,19184,22898,41708.82001,54269.71239,7986,,
,,,,,168,17258,21314,42639.78659,56778.32056,7817,,
,,,,,169,15126,19663,44748.40633,61041.89252,7605,,
,,,,,170,13624,18220,47394.80355,65219.82684,7484,,
,,,,,171,13094,17538,49003.86604,67384.66879,7390,,
,,,,,172,12720,17079,50115.60872,68897.5464,7350,,
,,,,,173,12491,16752,50676.41556,68720.11207,7407,,
,,,,,174,12690,16790,52356.68808,69559.07691,7548,,
,,,,,175,13213,17275,43833.52537,58322.94366,7750,,
,,,,,176,14012,17771,42594.00823,55975.93374,8104,,
,,,,,177,14933,18579,41858.90286,54413.17714,8520,,
,,,,,178,16508,19836,41019.92989,52254.46316,8893,,
,,,,,179,17804,21337,40163.55927,50597.31542,9007,,
,,,,,180,18978,22513,39791.91615,49952.82947,8956,,
,,,,,181,20049,23411,39974.94395,50222.17369,8733,,
,,,,,182,20198,23601,42239.50294,54190.02904,8571,,
,,,,,183,20328,23878,42723.96666,55567.66151,8377,,
,,,,,184,20458,24141,41124.38744,54129.78611,8339,,
,,,,,185,21075,24568,39541.34856,52411.96134,8565,,
,,,,,186,22341,25356,37916.58314,50256.85683,9075,,
,,,,,187,25036,28198,36820.55367,48840.67199,9421,,
,,,,,188,24751,28169,36100.55198,47922.99822,9364,,
,,,,,189,23421,27025,35837.82508,47651.81403,9241,,
,,,,,190,22124,26015,35695.28034,47407.47727,9090,,
,,,,,191,20352,24748,36076.58228,48338.36768,8870,,
,,,,,192,18060,22803,36780.70636,50142.86174,8644,,
,,,,,193,15246,20072,38389.45942,53206.91816,8417,,
,,,,,194,14323,19000,38915.63771,53194.99221,8260,,
,,,,,195,13833,18350,39644.32447,54060.05251,8197,,
,,,,,196,13768,18078,40437.47997,54375.13621,8181,,
,,,,,197,13792,17995,40865.27647,53754.75425,8169,,
,,,,,198,14555,18461,41802.83128,54138.86817,8195,,
,,,,,199,17109,20641,41405.30639,53035.25579,8311,,
,,,,,200,21307,24083,39946.61685,51029.31588,8515,,
,,,,,201,22738,25986,39194.35083,49646.31596,8779,,
,,,,,202,22387,26032,38546.76534,47728.96198,9053,,
,,,,,203,22242,26310,38130.82133,45700.93587,9222,,
,,,,,204,22554,26551,38163.55633,44161.51852,9259,,
,,,,,205,22649,26665,38363.93778,43398.77818,9246,,
,,,,,206,22227,26240,40247.03232,46015.94391,9136,,
,,,,,207,22353,26319,40274.52317,46316.71189,9061,,
,,,,,208,23282,27175,38347.97588,44040.14897,8949,,
,,,,,209,24829,28629,36561.31853,41617.8064,9012,,
,,,,,210,27675,31097,34817.34838,38957.70126,9160,,
,,,,,211,28501,31884,33579.17334,37234.4142,9029,,
,,,,,212,25916,29645,32725.71127,36040.91808,8679,,
,,,,,213,24683,28352,32381.40208,35639.66606,8356,,
,,,,,214,21593,25516,32456.55237,35733.8876,8000,,
,,,,,215,19438,23717,33148.66474,37609.06801,7599,,
,,,,,216,17537,22134,33895.10833,39756.87905,7176,,
,,,,,217,15795,20353,35270.2822,42158.2567,6869,,
,,,,,218,14667,19073,35795.089,43222.38043,6667,,
,,,,,219,14079,18336,36307.28405,43834.24048,6567,,
,,,,,220,13856,18001,36757.71976,44197.41998,6540,,
,,,,,221,13798,17777,36853.27626,43717.95761,6606,,
,,,,,222,14485,18306,37434.8895,43880.08183,6855,,
,,,,,223,16874,20384,44263.02435,50573.548,7327,,
,,,,,224,20878,23686,42514.69003,47521.78581,7896,,
,,,,,225,22178,25450,41587.97894,45672.34337,8558,,
,,,,,226,21790,25522,40483.57144,43469.67729,8913,,
,,,,,227,21774,25797,39751.30084,42047.64948,8952,,
,,,,,228,22144,25834,40225.82861,41854.01176,8882,,
,,,,,229,22237,26042,41295.93794,42601.40737,8856,,
,,,,,230,21830,25672,44079.3521,46830.31943,8748,,
,,,,,231,22021,25862,45032.33507,48302.75649,8676,,
,,,,,232,23136,26968,43510.20284,46760.76959,8731,,
,,,,,233,24778,28690,42069.42128,45134.23114,9042,,
,,,,,234,27654,31097,40795.44337,43566.56208,9537,,
,,,,,235,27955,31357,40142.31542,42875.22432,9852,,
,,,,,236,25189,28841,39944.63365,42990.26615,9778,,
,,,,,237,23978,27567,40344.03805,43926.4919,9670,,
,,,,,238,21076,24893,40589.40922,44667.74991,9501,,
,,,,,239,19038,23218,41442.42434,47199.56956,9324,,
,,,,,240,17184,21683,42694.47357,51001.47521,9133,,
,,,,,241,15489,20109,45201.26856,56319.90319,8958,,
,,,,,242,14433,18809,51113.95035,66373.26414,8922,,
,,,,,243,13878,18128,53484.42792,70162.91584,8952,,
,,,,,244,13727,17847,55461.38163,73837.01272,9036,,
,,,,,245,13732,17688,56851.0557,75617.37709,9176,,
,,,,,246,14463,18201,59561.29184,78606.69012,9363,,
,,,,,247,16980,20258,59547.13187,79087.55561,9843,,
,,,,,248,21058,23615,58663.43185,79398.99203,10373,,
,,,,,249,22345,25321,58843.07689,80729.15982,10995,,
,,,,,250,21892,25236,58432.74659,80851.41612,11244,,
,,,,,251,21652,25382,58326.30546,81912.2668,11131,,
,,,,,252,21921,25438,59035.90588,82848.70323,10940,,
,,,,,253,22072,25502,60220.27516,84137.50013,10741,,
,,,,,254,21714,25077,64209.21459,90642.93899,10461,,
,,,,,255,21976,25216,64749.96663,91301.81642,10238,,
,,,,,256,23103,26405,60892.5288,81864.34755,10228,,
,,,,,257,24787,27986,57054.68526,72566.10677,10497,,
,,,,,258,27592,30349,53578.05854,66672.84715,10995,,
,,,,,259,28005,30802,51098.6087,63437.0184,11225,,
,,,,,260,25297,28382,49701.02997,61471.45007,11118,,
,,,,,261,24092,27153,49321.20115,60999.9195,10973,,
,,,,,262,21176,24605,49380.46328,60634.76959,10848,,
,,,,,263,19048,22884,51278.44529,64202.88034,10571,,
,,,,,264,17125,21268,53004.27847,68999.10806,10189,,
,,,,,265,15311,19660,55840.31988,75519.26802,9920,,
,,,,,266,14229,18455,56099.48134,77733.71947,9779,,
,,,,,267,13605,17742,57491.58621,80712.15459,9752,,
,,,,,268,13396,17404,58169.56213,82318.87266,9823,,
,,,,,269,13319,17205,58132.94322,81474.49853,9930,,
,,,,,270,13975,17679,59004.20411,81231.54419,10149,,
,,,,,271,16342,19615,57673.54105,78041.17189,10541,,
,,,,,272,20131,22688,55734.81324,74084.1389,11049,,
,,,,,273,21714,24533,54799.94047,71558.13541,11520,,
,,,,,274,21733,24966,53471.86212,68196.62441,11635,,
,,,,,275,21927,25421,52512.8103,65744.80032,11525,,
,,,,,276,22524,25782,52640.72209,64724.01018,11459,,
,,,,,277,22945,26209,53498.32718,65228.99091,11381,,
,,,,,278,22808,26050,56407.62627,70635.95716,11163,,
,,,,,279,23122,26323,56177.92409,70207.99875,10928,,
,,,,,280,24238,27480,52126.3714,64676.20364,10721,,
,,,,,281,25822,29044,48138.55651,59519.8943,10696,,
,,,,,282,28339,31358,45328.24064,55362.59433,10702,,
,,,,,283,28099,31186,43635.6166,53112.0937,10552,,
,,,,,284,25168,28439,42726.50921,51943.41365,10199,,
,,,,,285,23825,27084,42493.56607,51876.70438,9856,,
,,,,,286,20959,24535,42374.47482,51901.81963,9469,,
,,,,,287,18826,22789,43398.72982,54911.06643,9109,,
,,,,,288,16911,21218,44926.69527,59097.9712,8712,,
,,,,,289,15085,19231,47795.20304,64213.84661,8393,,
,,,,,290,13943,17954,48370.33173,65129.98015,8142,,
,,,,,291,13305,17172,49570.45463,67155.60693,8041,,
,,,,,292,13118,16873,49896.61048,68303.63889,7989,,
,,,,,293,13014,16658,49890.94524,67856.89859,7960,,
,,,,,294,13642,17083,51017.10141,68447.65015,8043,,
,,,,,295,15842,19029,50076.75229,66486.34364,8289,,
,,,,,296,19412,22163,48499.16234,63554.88032,8784,,
,,,,,297,20923,24191,47638.55088,61555.93365,9403,,
,,,,,298,20891,24476,46541.93394,58748.326,9566,,
,,,,,299,20976,25133,45722.25261,56414.8281,9501,,
,,,,,300,21383,25882,45835.9237,55353.35443,9435,,
,,,,,301,21655,26492,46387.76132,55305.62161,9349,,
,,,,,302,21457,26483,48625.33139,59019.76672,9164,,
,,,,,303,21793,26954,48476.06861,59320.58511,9041,,
,,,,,304,23045,28226,45798.54866,55681.87341,8990,,
,,,,,305,24914,29859,43824.99632,52930.3447,9088,,
,,,,,306,27753,32183,42047.00953,50306.69628,9386,,
,,,,,307,27604,32303,40720.45262,48349.94082,9429,,
,,,,,308,24634,29823,39889.29982,47193.03696,9262,,
,,,,,309,23366,28501,39599.56706,46965.08436,9022,,
,,,,,310,20857,25908,39164.03841,46482.75344,8779,,
,,,,,311,19128,24337,39399.7323,47605.73436,8403,,
,,,,,312,17636,23018,39910.38225,49293.23588,8069,,
,,,,,313,17230,22633,41453.66597,52223.32938,7766,,
,,,,,314,15598,21010,43007.40737,54688.91293,7555,,
,,,,,315,14997,20274,43928.38634,55426.6581,7409,,
,,,,,316,14606,19609,44243.64317,55654.08337,7338,,
,,,,,317,14338,19269,43900.1962,54574.5992,7347,,
,,,,,318,14645,19481,44509.29005,54807.94554,7469,,
,,,,,319,15390,20074,43242.4507,52518.0185,7775,,
,,,,,320,16458,21077,41433.9256,49436.98759,8168,,
,,,,,321,17600,22214,40504.0775,47774.64098,8669,,
,,,,,322,19166,23724,39372.31738,45770.63082,8774,,
,,,,,323,20529,25222,38650.48957,44872.23379,8754,,
,,,,,324,21597,26409,39147.50854,45458.80678,8724,,
,,,,,325,22244,27337,40481.25094,47464.64045,8676,,
,,,,,326,21950,27204,44139.64413,53546.03548,8582,,
,,,,,327,21831,27320,46019.22243,56362.06201,8428,,
,,,,,328,21829,27412,45603.49004,55691.52886,8452,,
,,,,,329,22381,27799,45048.90094,54600.62554,8665,,
,,,,,330,23256,28323,44508.7095,53368.48025,8992,,
,,,,,331,25936,30713,44349.27767,52845.57204,9102,,
,,,,,332,25680,30541,44506.37026,53020.31696,9010,,
,,,,,333,24435,29348,45017.35393,53877.90156,8855,,
,,,,,334,23217,28284,45096.71878,54219.61626,8697,,
,,,,,335,21808,27058,45747.28636,56668.95995,8522,,
,,,,,336,20130,25502,46769.89434,60810.80562,8340,,
,,,,,337,18202,22959,49062.84144,65942.21912,8191,,
,,,,,338,16626,21218,53641.3431,68639.58454,8139,,
,,,,,339,16008,20392,55680.60702,70378.38009,8165,,
,,,,,340,15639,19754,57347.07955,71490.39298,8267,,
,,,,,341,15450,19430,58544.07081,71568.73607,8353,,
,,,,,342,15781,19643,61030.20559,73345.89395,8527,,
,,,,,343,16384,20036,52313.31382,65051.78035,8776,,
,,,,,344,17415,21317,51609.84576,64362.11177,9108,,
,,,,,345,18442,22435,51384.76718,63761.80233,9551,,
,,,,,346,20120,24010,50696.19568,61907.81852,9958,,
,,,,,347,21331,25283,50005.27586,59345.56158,10094,,
,,,,,348,22568,26704,49551.38606,57087.28297,10151,,
,,,,,349,23443,27711,49535.99874,55610.23013,10165,,
,,,,,350,23523,27729,52107.88061,57369.95014,10000,,
,,,,,351,23601,27758,52491.53457,56442.61532,9911,,
,,,,,352,23708,27855,49360.83412,51769.0666,9957,,
,,,,,353,24354,28274,46246.65043,48139.5998,10191,,
,,,,,354,25247,28722,43351.77934,44867.01431,10755,,
,,,,,355,28069,31287,41544.86561,42102.85759,11028,,
,,,,,356,27828,31281,40380.26184,39635.46318,10909,,
,,,,,357,26378,30035,39896.38228,38044.56901,10712,,
,,,,,358,25230,29196,39652.01593,36948.851,10472,,
,,,,,359,23414,27940,40281.19561,37248.60502,10197,,
,,,,,360,21259,26128,41133.388,38220.21026,9879,,
,,,,,361,18078,23112,42764.50942,40050.89501,9591,,
,,,,,362,17001,21634,40677.95524,38498.00675,9434,,
,,,,,363,16486,21051,40834.64761,38502.1585,9415,,
,,,,,364,16373,20694,40842.79353,38191.19888,9420,,
,,,,,365,16285,20439,40391.59433,37133.40956,9487,,
,,,,,366,16859,20722,40205.05629,36804.30823,9601,,
,,,,,367,18221,21692,38802.41728,34957.02877,9797,,
,,,,,368,20713,24134,36413.67198,32625.26697,10062,,
,,,,,369,22064,25727,34552.47002,31250.64671,10394,,
,,,,,370,22639,26448,32919.19119,29630.43972,10597,,
,,,,,371,23075,27330,31563.70072,28395.73347,10520,,
,,,,,372,23752,28093,30830.88793,28071.64423,10320,,
,,,,,373,23944,28361,30609.54972,28375.0918,10100,,
,,,,,374,23561,27980,31930.70211,31312.08179,9777,,
,,,,,375,23709,27860,32070.18224,32553.64778,9474,,
,,,,,376,24746,28661,30768.51093,31954.74661,9323,,
,,,,,377,26277,29923,29441.18366,31359.46371,9473,,
,,,,,378,28634,31793,27979.17938,30308.08535,10001,,
,,,,,379,28704,32201,26938.19498,29579.50677,10354,,
,,,,,380,25646,29652,26220.57134,29167.76232,10311,,
,,,,,381,24219,28450,25869.34945,29344.43794,10175,,
,,,,,382,22749,27268,25666.48465,29652.33942,9966,,
,,,,,383,20800,25709,25872.85153,30967.90184,9683,,
,,,,,384,18873,24077,26437.92063,32987.69342,9329,,
,,,,,385,16694,21561,27656.50542,35541.10425,9075,,
,,,,,386,15534,20221,28604.98388,38548.53346,9011,,
,,,,,387,14833,19452,29198.84281,39649.49783,9046,,
,,,,,388,14607,19029,29814.36415,40501.94491,9111,,
,,,,,389,14493,18798,30184.89843,40439.91681,9228,,
,,,,,390,15120,19265,31038.39687,41076.02428,9464,,
,,,,,391,17534,21354,37863.04513,48335.84982,9875,,
,,,,,392,21405,24621,36546.48373,46088.81691,10405,,
,,,,,393,22647,26540,35866.65326,45069.7771,10824,,
,,,,,394,22380,26499,35105.97319,43627.41824,10903,,
,,,,,395,22196,26706,34696.62717,42881.06089,10732,,
,,,,,396,22451,27036,35448.1672,43195.93975,10595,,
,,,,,397,22669,27360,36709.70189,44563.24451,10497,,
,,,,,398,22470,27275,39442.84908,49541.12995,10283,,
,,,,,399,22850,27533,40737.56165,51164.70877,10066,,
,,,,,400,24135,28739,39975.88497,49193.60427,9940,,
,,,,,401,25945,30337,39086.59444,47405.05781,9923,,
,,,,,402,28736,32338,38222.27288,45729.7436,9961,,
,,,,,403,28514,32163,37772.0411,44736.35267,9719,,
,,,,,404,25509,29471,37664.41184,44476.10989,9244,,
,,,,,405,24087,28168,37983.58325,45007.12791,8839,,
,,,,,406,20962,25323,38055.60354,45249.21003,8365,,
,,,,,407,18769,23544,38673.31774,47418.86784,7871,,
,,,,,408,16800,21900,39692.02166,51016.23897,7560,,
,,,,,409,14900,20128,41624.99507,55541.93371,7258,,
,,,,,410,13759,18887,45811.85863,60985.33847,6978,,
,,,,,411,13125,18085,47337.14988,63146.91853,6762,,
,,,,,412,12904,17744,48348.9596,64744.70936,6760,,
,,,,,413,12808,17618,48927.48966,64903.43812,6756,,
,,,,,414,13533,18175,50568.59347,66439.52719,6901,,
,,,,,415,15952,20335,50143.65957,65195.98645,7124,,
,,,,,416,19809,23775,48882.14679,62876.61506,7624,,
,,,,,417,21079,25738,48533.56211,61580.72816,8071,,
,,,,,418,20824,25917,47894.89195,59334.26314,8246,,
,,,,,419,20904,26335,47661.54735,57858.68195,8293,,
,,,,,420,21402,26773,48492.47741,57488.89557,8342,,
,,,,,421,21765,27164,49933.42758,58176.31629,8461,,
,,,,,422,21650,26927,53678.47558,63107.31756,8444,,
,,,,,423,22071,27233,54944.79431,64016.62318,8447,,
,,,,,424,23336,28352,53315.51407,60149.74329,8544,,
,,,,,425,25064,29988,51317.75739,56817.63417,8797,,
,,,,,426,27703,32162,49208.82547,54088.56746,9154,,
,,,,,427,28492,32833,47584.92305,52263.10773,9343,,
,,,,,428,25939,30724,46442.26175,51234.59588,9334,,
,,,,,429,24855,29641,45942.78987,51097.60914,9310,,
,,,,,430,22172,26886,45337.98949,50865.84246,9220,,
,,,,,431,20162,25277,45854.08568,53404.9745,9095,,
,,,,,432,18406,23698,46998.32344,57003.05615,8985,,
,,,,,433,17286,22585,49407.7208,61853.82513,8867,,
,,,,,434,16246,21183,51797.5258,64979.46616,8844,,
,,,,,435,15709,20426,53637.48021,67149.6638,8983,,
,,,,,436,15583,20139,54903.16518,68740.76462,9089,,
,,,,,437,15599,20017,55494.80464,68878.09969,9232,,
,,,,,438,16345,20586,57138.12221,70243.56058,9445,,
,,,,,439,18916,22934,56540.98654,68779.66209,9800,,
,,,,,440,23457,27023,55206.28863,66287.93114,10317,,
,,,,,441,24870,29072,54783.94416,64880.78766,10822,,
,,,,,442,24426,29035,53773.9102,62540.23243,10874,,
,,,,,443,24086,29028,52963.29454,60793.38779,10613,,
,,,,,444,24310,29418,53067.09158,60067.36145,10328,,
,,,,,445,24329,29524,53740.99299,60434.16717,10110,,
,,,,,446,23905,29204,56943.89052,64991.22338,9945,,
,,,,,447,23999,29249,57198.27462,65052.2145,9886,,
,,,,,448,24969,30271,53434.90263,60384.79006,9868,,
,,,,,449,26642,31959,49814.70495,56003.60122,10003,,
,,,,,450,29115,34312,46780.34902,52611.59402,10294,,
,,,,,451,29697,34853,44898.30565,50199.84861,10099,,
,,,,,452,27350,32569,43872.65808,48885.5574,9544,,
,,,,,453,26349,31395,43667.01173,48756.51605,9381,,
,,,,,454,22746,27984,43525.40043,48762.58212,9096,,
,,,,,455,20614,26144,45164.71198,51586.55532,8643,,
,,,,,456,18723,24457,47263.15903,54980.40125,8232,,
,,,,,457,16963,22338,50404.66912,59066.44982,7983,,
,,,,,458,15825,20962,52044.04461,60322.10307,7797,,
