Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Rep_Periods,Timesteps_per_Rep_Period
,,,,,4834,19869,24350,23614.38863,22370.70729,6010,,
,,,,,4835,20803,25235,24292.88773,22439.78995,6095,,
,,,,,4836,21814,25958,25092.41698,22992.65862,6249,,
,,,,,4837,22406,26279,26846.36853,26992.9579,6278,,
,,,,,4838,22282,26042,27836.0829,30463.9592,6289,,
,,,,,4839,22790,26150,27361.55367,33097.41481,6367,,
,,,,,4840,24140,27078,26948.29061,34877.99478,6445,,
,,,,,4841,25699,28487,26540.96267,35348.61884,6581,,
,,,,,4842,27191,29703,26306.59681,35766.68745,6608,,
,,,,,4843,24810,27064,26098.0993,36298.12166,6511,,
,,,,,4844,20985,23621,26004.14516,36950.75076,6362,,
,,,,,4845,19794,22752,25462.53581,36600.21622,6175,,
,,,,,4846,19161,21940,25182.26545,36719.62734,5926,,
,,,,,4847,18014,20270,25294.5557,37102.96388,5718,,
,,,,,4848,16284,18599,26095.41091,38350.86713,5311,,
,,,,,4849,15354,17761,26731.90954,37994.13438,5043,,
,,,,,4850,13333,16151,27184.95926,35669.83322,4947,,
,,,,,4851,12524,15549,27076.82043,34241.62127,4867,,
,,,,,4852,11945,15078,26695.9544,32784.23524,4828,,
,,,,,4853,11430,14718,27038.29983,32580.93787,4889,,
,,,,,4854,11529,14979,26049.58001,30325.06702,5070,,
,,,,,4855,11825,15487,24822.61568,27300.24293,5463,,
,,,,,4856,12645,16764,24313.70271,25528.68587,5947,,
,,,,,4857,14375,18662,23888.17918,23760.27308,6143,,
,,,,,4858,16792,20968,23624.26728,22561.36715,6315,,
,,,,,4859,18833,22743,24330.41013,22062.62589,6416,,
,,,,,4860,20470,24218,25158.86986,23416.59345,6555,,
,,,,,4861,21988,25506,26852.65182,28446.6797,6591,,
,,,,,4862,22379,25621,27736.37333,33036.9735,6580,,
,,,,,4863,22632,25747,27064.35022,36485.01265,6559,,
,,,,,4864,22899,25996,26636.05624,38290.13555,6607,,
,,,,,4865,23721,26695,26438.18395,38989.27036,6677,,
,,,,,4866,23563,26276,26408.85269,39523.41569,6625,,
,,,,,4867,24821,26792,26437.69061,39979.87158,6482,,
,,,,,4868,24422,26061,26455.31374,40305.99553,6255,,
,,,,,4869,22608,24896,25882.98504,39584.48412,6177,,
,,,,,4870,21843,24451,25503.59828,39485.57897,5979,,
,,,,,4871,20488,22799,25553.42643,39810.9007,5770,,
,,,,,4872,18108,20688,26320.99753,40992.32805,5462,,
,,,,,4873,15373,18419,26616.41271,40450.59774,5173,,
,,,,,4874,13391,16855,26901.34612,38533.9873,4989,,
,,,,,4875,12604,16185,26893.76879,37303.65181,4835,,
,,,,,4876,12017,15666,26531.03229,35739.43709,4772,,
,,,,,4877,11473,15202,26851.47583,35357.014,4770,,
,,,,,4878,11495,15281,19546.54697,26168.88982,4845,,
,,,,,4879,11553,15463,18297.30546,23841.57313,5055,,
,,,,,4880,12103,16563,17427.14907,22222.28822,5385,,
,,,,,4881,13609,18375,16879.66544,20465.37416,5758,,
,,,,,4882,15932,20778,16436.90307,19123.28324,6105,,
,,,,,4883,18083,22919,16378.75474,18541.32334,6344,,
,,,,,4884,20045,24733,16382.8787,19302.67086,6465,,
,,,,,4885,21989,26439,17434.5767,23447.49428,6466,,
,,,,,4886,22795,26920,18125.14697,26796.63169,6433,,
,,,,,4887,23300,27294,18272.67995,29622.75008,6402,,
,,,,,4888,23837,27715,18596.58871,31771.2025,6493,,
,,,,,4889,24838,28369,18686.18427,32744.38628,6589,,
,,,,,4890,24939,27982,18723.21815,33175.82053,6617,,
,,,,,4891,26389,28544,18631.73641,33120.28956,6464,,
,,,,,4892,26027,27803,18483.59839,32851.65538,6289,,
,,,,,4893,24306,26965,18166.08895,31923.24204,6141,,
,,,,,4894,23669,26702,17931.23911,31357.39276,5958,,
,,,,,4895,22232,24932,17944.58196,31243.27051,5751,,
,,,,,4896,19601,22528,18379.96798,32016.79317,5389,,
,,,,,4897,15596,19100,18588.01806,31884.02434,5078,,
,,,,,4898,14239,18172,18813.3688,30734.23635,4897,,
,,,,,4899,13306,17427,19117.11552,29506.66589,4781,,
,,,,,4900,12943,17163,19285.97659,28058.49475,4708,,
,,,,,4901,12695,17187,19758.4482,27266.74237,4674,,
,,,,,4902,13278,18310,19302.28914,25202.2656,4694,,
,,,,,4903,14780,20384,18024.01675,22701.83156,4857,,
,,,,,4904,17407,23416,17163.87834,20908.78979,5231,,
,,,,,4905,19457,25441,16556.69477,18964.60764,5608,,
,,,,,4906,20500,26881,16075.98272,17387.83331,6010,,
,,,,,4907,21841,28609,16007.36381,16681.54548,6284,,
,,,,,4908,23427,30388,16113.09382,17421.60121,6463,,
,,,,,4909,24661,31802,17357.93459,21736.09831,6570,,
,,,,,4910,25146,32646,18271.60146,25602.93689,6560,,
,,,,,4911,26462,33271,18806.11649,29138.48666,6532,,
,,,,,4912,28792,34384,19346.5972,32110.43416,6616,,
,,,,,4913,31420,35873,19515.27413,33575.0733,6731,,
,,,,,4914,33668,37124,19602.17228,34642.88684,6755,,
,,,,,4915,31161,34294,19575.30173,35518.51771,6646,,
,,,,,4916,26764,30393,19498.49624,36156.59427,6508,,
,,,,,4917,25211,29443,19260.00549,36143.45262,6423,,
,,,,,4918,24440,28037,19089.54164,36148.14454,6229,,
,,,,,4919,22775,25646,19265.72445,36385.68559,5839,,
,,,,,4920,20415,23278,19846.55634,37370.29332,5438,,
,,,,,4921,17943,21024,19757.96966,36194.42471,5137,,
,,,,,4922,16358,19768,19513.26567,33186.56332,4973,,
,,,,,4923,15296,18899,19434.87168,31051.04405,4903,,
,,,,,4924,14821,18575,19386.91308,29419.38829,4856,,
,,,,,4925,14492,18519,19789.44722,28671.4768,4891,,
,,,,,4926,14967,19490,25613.41092,33672.47907,5087,,
,,,,,4927,16340,21519,24377.40636,30808.69024,5521,,
,,,,,4928,18911,24687,23722.48909,28869.96893,6049,,
,,,,,4929,21126,26858,23243.36928,26769.42088,6396,,
,,,,,4930,22508,28301,22943.104,25176.25747,6487,,
,,,,,4931,24284,29969,23608.24355,24701.73973,6620,,
,,,,,4932,26243,31702,24669.54194,26173.90239,6730,,
,,,,,4933,27610,32868,26748.4377,31896.30339,6756,,
,,,,,4934,28351,33357,28483.34254,36472.67564,6756,,
,,,,,4935,29585,34154,28876.17588,40079.76509,6724,,
,,,,,4936,31664,35709,29128.71557,42226.98757,6773,,
,,,,,4937,33675,37416,29122.02357,43198.64307,6845,,
,,,,,4938,35098,38438,29100.98645,44100.01533,6776,,
,,,,,4939,32026,35048,28989.54366,44953.99263,6569,,
,,,,,4940,27249,30447,28870.97962,45707.83865,6395,,
,,,,,4941,25353,28871,28202.38439,45302.59851,6234,,
,,,,,4942,24134,27557,27687.24264,45212.4554,6051,,
,,,,,4943,22113,25066,27463.41625,45338.62518,5733,,
,,,,,4944,19457,22514,27814.26992,46084.86869,5334,,
,,,,,4945,16885,20410,27894.10238,45200.28823,5008,,
,,,,,4946,15072,18889,27767.36437,42524.01627,4869,,
,,,,,4947,13841,17734,27403.2342,40754.8829,4765,,
,,,,,4948,13261,17175,26788.74209,38932.51747,4723,,
,,,,,4949,12814,16952,26990.80895,38264.30213,4738,,
,,,,,4950,13198,17666,25850.5807,35798.26757,4873,,
,,,,,4951,14422,19384,24511.31636,32876.90317,5206,,
,,,,,4952,16899,22316,23833.37447,30931.65191,5681,,
,,,,,4953,18970,24112,23323.77131,28845.79297,6024,,
,,,,,4954,19961,25073,23023.25219,27366.60889,6230,,
,,,,,4955,21180,26362,23702.11377,26894.62987,6353,,
,,,,,4956,22503,27639,24799.25789,28135.36407,6448,,
,,,,,4957,23444,28518,26912.31221,33517.38881,6455,,
,,,,,4958,23712,28980,28677.77731,37776.19944,6460,,
,,,,,4959,24679,29959,29071.74676,41796.46141,6404,,
,,,,,4960,26701,31819,29394.56844,44447.43058,6479,,
,,,,,4961,29157,33982,29501.08912,45598.39447,6597,,
,,,,,4962,31404,35717,29528.81994,46557.76017,6577,,
,,,,,4963,29138,32662,29507.28315,47175.84302,6450,,
,,,,,4964,24806,28381,29493.83812,47779.73377,6314,,
,,,,,4965,23082,27213,28945.88144,47383.01164,6157,,
,,,,,4966,22278,26256,28573.82559,47476.57918,5900,,
,,,,,4967,20708,24129,28568.2213,47784.65892,5511,,
,,,,,4968,18460,21926,29201.70751,48606.512,5092,,
,,,,,4969,16155,19983,29135.20758,47559.51968,4768,,
,,,,,4970,14682,18795,29022.79235,44623.1273,4643,,
,,,,,4971,13697,17951,28487.45758,42718.50686,4563,,
,,,,,4972,13290,17621,27630.65871,40898.87683,4570,,
,,,,,4973,12993,17495,27546.25092,40288.70129,4597,,
,,,,,4974,13498,18540,26213.76063,37763.42514,4767,,
,,,,,4975,15019,20604,24793.9963,34766.01521,5207,,
,,,,,4976,17703,23349,24096.81185,32766.40402,5642,,
,,,,,4977,19657,25149,23542.60449,30612.96416,5970,,
,,,,,4978,20508,26208,23204.41894,29082.22272,6165,,
,,,,,4979,21628,27071,23873.12943,28613.44937,6263,,
,,,,,4980,22835,28510,25127.60679,29672.00654,6337,,
,,,,,4981,23631,29889,27481.15885,34933.78894,6357,,
,,,,,4982,23878,30904,29145.85892,39312.6293,6348,,
,,,,,4983,25013,32161,29373.2309,42756.6572,6372,,
,,,,,4984,27184,34418,29597.09781,44837.15993,6455,,
,,,,,4985,29819,36590,29718.20163,45827.58907,6546,,
,,,,,4986,32261,38106,29950.15289,46439.20396,6530,,
,,,,,4987,30332,34897,29826.49313,46674.46395,6429,,
,,,,,4988,26391,30643,29800.78227,46885.21574,6253,,
,,,,,4989,25142,28572,29491.23951,46163.34764,6120,,
,,,,,4990,24061,26947,29334.32434,45916.76057,5913,,
,,,,,4991,22118,24735,29310.79458,45844.21803,5544,,
,,,,,4992,19834,22601,29745.62635,46302.78221,5162,,
,,,,,4993,17517,20611,29555.17254,45360.84493,4876,,
,,,,,4994,15972,19465,29164.0133,43031.53234,4728,,
,,,,,4995,14890,18545,28478.62166,41522.71939,4647,,
,,,,,4996,14382,18232,27642.07678,39730.73052,4615,,
,,,,,4997,13992,18189,27621.28413,39251.15502,4640,,
,,,,,4998,14474,19139,26359.05241,36872.12,4799,,
,,,,,4999,15999,21115,24957.58159,33840.64536,5205,,
,,,,,5000,18576,23999,24246.2779,31754.3542,5663,,
,,,,,5001,20443,25809,23690.07764,29473.63433,5861,,
,,,,,5002,21335,26930,23360.09446,27756.45544,5982,,
,,,,,5003,22671,28562,24048.02177,27049.49987,6104,,
,,,,,5004,24167,30210,25332.79495,27851.29856,6175,,
,,,,,5005,25344,31535,27691.12974,32522.33391,6318,,
,,,,,5006,25778,31894,29300.35098,36240.64745,6388,,
,,,,,5007,26625,32347,29417.95006,38585.03232,6406,,
,,,,,5008,28279,33982,29371.59143,40238.73897,6452,,
,,,,,5009,30189,35994,29141.57486,40944.85417,6515,,
,,,,,5010,31827,37333,28997.63064,41585.80523,6457,,
,,,,,5011,29302,34396,28808.69179,42102.7305,6295,,
,,,,,5012,25098,30280,28646.28598,42636.57041,6143,,
,,,,,5013,23487,28755,28016.71099,42053.23617,6042,,
,,,,,5014,22415,27533,27609.70259,41908.84139,5874,,
,,,,,5015,20986,25571,27525.58768,41898.90709,5527,,
,,,,,5016,19037,23430,28018.57903,42622.63327,5138,,
,,,,,5017,17888,22180,28164.81163,42066.6015,4866,,
,,,,,5018,15591,20314,28038.65096,40178.87154,4739,,
,,,,,5019,14572,19402,27530.83423,38518.91994,4621,,
,,,,,5020,13826,18727,26840.64618,36548.96187,4557,,
,,,,,5021,13180,18214,26884.64678,35689.46909,4661,,
,,,,,5022,13245,18402,25661.1908,33038.2792,4797,,
,,,,,5023,13580,18856,24358.65082,30019.47743,5153,,
,,,,,5024,14334,20008,23658.71551,27973.01124,5492,,
,,,,,5025,16068,21855,23097.54263,25704.42688,5819,,
,,,,,5026,18598,24006,22750.34111,24029.26167,6038,,
,,,,,5027,20940,25588,23380.36142,23490.94178,6207,,
,,,,,5028,22944,27023,24497.87767,24448.23359,6293,,
,,,,,5029,24616,28208,26469.52658,29819.88509,6396,,
,,,,,5030,25006,28230,27697.53469,34037.10504,6390,,
,,,,,5031,25196,28045,27613.20205,36766.68636,6348,,
,,,,,5032,25232,27941,27714.03254,38637.62946,6426,,
,,,,,5033,25311,28243,27703.59007,39532.66465,6494,,
,,,,,5034,24355,27449,27708.99748,40286.40031,6378,,
,,,,,5035,25167,27724,27646.71305,40839.63821,6213,,
,,,,,5036,24670,27109,27603.78085,41126.87483,6045,,
,,,,,5037,23339,26111,27041.86356,40379.27801,5865,,
,,,,,5038,22670,25470,26645.56695,40049.69074,5718,,
,,,,,5039,21021,23712,26549.01258,39969.51037,5472,,
,,,,,5040,18785,21634,27003.87176,40777.0077,5124,,
,,,,,5041,16188,19351,27099.09266,40348.7251,4819,,
,,,,,5042,14218,17698,27189.70781,38565.12212,4659,,
,,,,,5043,13446,17059,26988.63361,36986.91676,4539,,
,,,,,5044,12856,16595,26471.22089,34846.65994,4492,,
,,,,,5045,12337,16164,26693.65829,33852.78282,4500,,
,,,,,5046,12406,16288,19281.70681,24186.51932,4555,,
,,,,,5047,12688,16470,17910.40861,21489.97185,4726,,
,,,,,5048,13133,17238,17016.28852,19558.27843,5037,,
,,,,,5049,14439,18891,16408.60638,17755.54155,5415,,
,,,,,5050,16556,21111,15906.75114,16533.8548,5684,,
,,,,,5051,18487,22931,15894.74515,16078.52433,5848,,
,,,,,5052,20106,24381,16007.31524,16520.52584,5930,,
,,,,,5053,21720,25756,17294.3581,20430.45014,5968,,
,,,,,5054,22222,26022,18108.38933,23832.37196,5886,,
,,,,,5055,22389,26480,18299.28078,26114.51076,5856,,
,,,,,5056,22491,27150,18606.46572,27959.33825,5894,,
,,,,,5057,22946,28028,18583.49402,28994.669,5963,,
,,,,,5058,22725,27839,18540.77932,29854.31331,5998,,
,,,,,5059,24029,28652,18416.18988,30500.92265,5944,,
,,,,,5060,23787,27953,18315.65254,30933.90804,5803,,
,,,,,5061,22472,26948,18123.21795,30741.88481,5659,,
,,,,,5062,22072,26483,18041.22677,30711.13129,5425,,
,,,,,5063,20585,24610,18171.40185,30991.73671,5223,,
,,,,,5064,18184,22130,18664.80459,31754.73933,4962,,
,,,,,5065,14513,18894,18666.23686,31117.45449,4741,,
,,,,,5066,13259,17816,18740.18113,28778.66421,4568,,
,,,,,5067,12394,16984,19023.48663,27162.92367,4419,,
,,,,,5068,12082,16708,19123.63683,25699.66996,4396,,
,,,,,5069,11827,16668,19492.60811,25047.97396,4385,,
,,,,,5070,12365,17621,19079.42292,23219.40196,4305,,
,,,,,5071,13769,19561,17810.75341,20857.96496,4429,,
,,,,,5072,16271,22511,16946.23216,19326.7055,4766,,
,,,,,5073,18368,24369,16398.97101,17783.34713,5090,,
,,,,,5074,19565,25509,15967.73803,16648.59405,5381,,
,,,,,5075,20969,26947,15957.87601,16198.07741,5568,,
,,,,,5076,22522,28391,15952.85261,16678.7093,5698,,
,,,,,5077,23732,29415,17142.22365,21123.38295,5819,,
,,,,,5078,24256,29841,18051.20767,24831.05009,5848,,
,,,,,5079,25391,30737,18461.41097,28004.20285,5945,,
,,,,,5080,27461,32410,18928.43479,30690.46922,6016,,
,,,,,5081,29792,34426,19007.70767,32201.32443,6172,,
,,,,,5082,31932,36047,19037.39766,33322.49088,6237,,
,,,,,5083,29488,33054,18999.38986,34029.1201,6158,,
,,,,,5084,25150,28566,18963.30444,34339.13714,6045,,
,,,,,5085,23394,27225,18753.84459,33843.17309,5898,,
,,,,,5086,22341,26035,18557.75298,33577.46837,5712,,
,,,,,5087,20617,23737,18570.90441,33628.39608,5417,,
,,,,,5088,18251,21519,19041.50322,34270.93404,5071,,
,,,,,5089,15910,19468,19135.52692,33825.88622,4790,,
,,,,,5090,14348,18257,19257.02268,32863.33562,4637,,
,,,,,5091,13329,17366,19514.70879,32028.90955,4517,,
,,,,,5092,12870,17088,19586.13601,30972.07872,4440,,
,,,,,5093,12533,17025,19955.4667,30529.2484,4460,,
,,,,,5094,13002,18069,25785.70142,35831.68707,4521,,
,,,,,5095,14427,20166,24590.98739,33253.65129,4765,,
,,,,,5096,16950,23126,24063.15949,31530.73296,5131,,
,,,,,5097,18946,25008,23620.26873,29563.03074,5494,,
,,,,,5098,19939,26187,23327.96435,27923.8481,5860,,
,,,,,5099,21202,27511,23986.41721,27218.5019,6046,,
,,,,,5100,22611,28818,24949.46931,27145.11049,6257,,
,,,,,5101,23611,29609,26869.73414,29820.79853,6309,,
,,,,,5102,23905,29891,27966.40675,31332.87399,6285,,
,,,,,5103,24785,30486,27767.11434,31815.76706,6231,,
,,,,,5104,26433,31999,27730.09012,33061.88532,6267,,
,,,,,5105,28178,33631,27587.27654,34294.4182,6391,,
,,,,,5106,29662,34639,27541.96682,35724.49615,6418,,
,,,,,5107,27142,31605,27430.16501,36875.45381,6293,,
,,,,,5108,23271,27520,27398.23855,37699.73403,6181,,
,,,,,5109,22161,26490,26849.84822,37354.68068,6046,,
,,,,,5110,21468,25338,26491.01218,37313.38164,5831,,
,,,,,5111,19799,23170,26451.81047,37398.1599,5452,,
,,,,,5112,17734,21168,26976.9197,38265.65059,5064,,
,,,,,5113,15670,19316,27084.81893,37892.93479,4748,,
,,,,,5114,14294,18093,27130.96698,36147.3108,4609,,
,,,,,5115,13338,17315,26884.83469,34742.39596,4541,,
,,,,,5116,12963,17079,26353.28617,33024.93413,4517,,
,,,,,5117,12656,17050,26566.06051,32476.23942,4570,,
,,,,,5118,13186,18111,25546.93649,30202.47093,4758,,
,,,,,5119,14659,20211,24361.42465,27395.04048,5126,,
,,,,,5120,17232,23158,23732.5663,25762.75169,5619,,
,,,,,5121,19322,25013,23267.23433,24018.74584,6011,,
,,,,,5122,20403,26148,22970.36313,22779.76145,6221,,
,,,,,5123,21832,27702,23629.5351,22165.83016,6358,,
,,,,,5124,23481,29194,24621.61611,23438.6351,6399,,
,,,,,5125,24725,29990,26495.77499,27806.47321,6424,,
,,,,,5126,25313,30191,27665.71536,31557.22265,6404,,
,,,,,5127,26401,30525,27552.46562,33333.28419,6455,,
,,,,,5128,28313,31789,27589.97141,34320.46776,6521,,
,,,,,5129,30139,33288,27499.08774,34483.71132,6575,,
,,,,,5130,31673,34496,27410.0505,34544.6951,6501,,
,,,,,5131,29082,31648,27254.83236,34619.14279,6355,,
,,,,,5132,24969,27979,27100.52416,34810.53083,6201,,
,,,,,5133,23523,26943,26463.32874,34064.78295,6088,,
,,,,,5134,22829,25879,26015.15417,34008.58243,6043,,
,,,,,5135,21163,23778,25946.64661,34210.47498,5765,,
,,,,,5136,18961,21691,26462.39352,35283.64647,5287,,
,,,,,5137,16670,19753,26676.87264,35304.9584,4995,,
,,,,,5138,15170,18575,26968.36669,33829.28325,4881,,
,,,,,5139,14167,17700,26800.63311,32830.77067,4777,,
,,,,,5140,13758,17330,26341.59744,31322.09082,4718,,
,,,,,5141,13453,17210,26581.38128,30907.37416,4794,,
,,,,,5142,13980,18184,25520.79308,28943.06875,5005,,
,,,,,5143,15473,20163,24341.57333,26471.12773,5329,,
,,,,,5144,18079,23149,23723.18909,24739.75076,5705,,
,,,,,5145,20204,25358,23306.49674,23329.7224,6041,,
,,,,,5146,21452,26907,23067.67377,22404.34826,6250,,
,,,,,5147,23179,28773,23803.76511,22481.66195,6360,,
,,,,,5148,25189,30552,24689.21343,23173.25971,6429,,
,,,,,5149,26764,31691,26516.50515,26609.65604,6441,,
,,,,,5150,27496,32134,27518.89324,29361.48922,6420,,
,,,,,5151,28774,32631,27145.0912,30943.40584,6445,,
,,,,,5152,30991,35006,26860.55413,32018.37793,6534,,
,,,,,5153,33462,36830,26646.34607,32520.55357,6697,,
,,,,,5154,35525,37830,26503.71655,32974.40521,6638,,
,,,,,5155,32996,34969,26371.72869,33535.87416,6469,,
,,,,,5156,28522,30701,26267.41308,34086.0162,6266,,
,,,,,5157,26663,29458,25670.76578,33701.00485,6197,,
,,,,,5158,25662,28357,25271.96879,33706.31316,6000,,
,,,,,5159,23802,26078,25246.53223,33925.92697,5676,,
,,,,,5160,21259,23848,26040.27655,35007.84348,5255,,
,,,,,5161,18685,21579,26655.90201,34828.506,4929,,
,,,,,5162,16873,20225,27141.49011,32960.14414,4762,,
,,,,,5163,15634,19231,26944.11879,31484.40035,4665,,
,,,,,5164,15066,18829,26497.98777,30226.89731,4625,,
,,,,,5165,14615,18665,26742.37496,29789.59239,4679,,
,,,,,5166,15025,19580,25785.29284,28235.56897,4843,,
,,,,,5167,16418,21575,24647.23938,26127.17125,5110,,
,,,,,5168,18923,24616,24113.0329,24883.8356,5531,,
,,,,,5169,21064,26841,23695.9705,23437.80463,5893,,
,,,,,5170,22498,28369,23453.73297,22516.29936,6139,,
,,,,,5171,24410,30276,24184.41081,22576.45463,6292,,
,,,,,5172,26631,32331,25041.14858,23154.97563,6429,,
,,,,,5173,28491,33749,26796.4272,26643.22796,6502,,
,,,,,5174,29306,34358,27799.62199,29754.7905,6527,,
,,,,,5175,30582,35139,27284.9886,31546.35884,6539,,
,,,,,5176,32934,36769,26855.72932,32820.10685,6635,,
,,,,,5177,35383,38338,26467.26841,33438.41615,6715,,
,,,,,5178,36973,39208,26286.46745,34097.37929,6683,,
,,,,,5179,34158,35814,26106.66424,34782.94913,6535,,
,,,,,5180,29329,31509,25990.27233,35472.91377,6353,,
,,,,,5181,27368,30133,25439.041,35138.43307,6255,,
,,,,,5182,26343,28865,25189.31122,35193.33076,6196,,
,,,,,5183,24578,26644,25309.23064,35510.59162,5834,,
,,,,,5184,22235,24514,26149.54582,36579.67584,5491,,
,,,,,5185,20768,23247,26808.31663,36125.04309,5180,,
,,,,,5186,18086,21152,27304.02093,33800.78384,4974,,
,,,,,5187,16932,20220,27160.05636,32530.41735,4863,,
,,,,,5188,16056,19557,26754.58219,30904.88134,4805,,
,,,,,5189,15261,19053,27123.10322,30790.08435,4850,,
,,,,,5190,15255,19267,26195.04191,28879.40143,5031,,
,,,,,5191,15546,19729,25079.69894,26445.33725,5381,,
,,,,,5192,16309,21156,24574.68711,24607.64336,5842,,
,,,,,5193,18290,23794,24182.57982,23159.9766,6058,,
,,,,,5194,21073,26939,23967.92232,22232.96102,6207,,
,,,,,5195,23749,29616,24718.46974,22331.81635,6347,,
,,,,,5196,26312,32002,25445.40045,23018.35637,6518,,
,,,,,5197,28662,33768,26813.20529,27116.64161,6565,,
,,,,,5198,29596,34119,27798.52026,31114.35373,6617,,
,,,,,5199,30158,34113,27275.00777,33183.5545,6639,,
,,,,,5200,30698,34205,26943.30399,34369.66865,6650,,
,,,,,5201,31419,34558,26736.94321,34964.08259,6675,,
,,,,,5202,30718,33498,26604.35187,35596.88361,6587,,
,,,,,5203,31375,33349,26470.17402,36201.11283,6423,,
,,,,,5204,30224,32394,26374.89048,36812.39024,6250,,
,,,,,5205,28143,31384,25760.05263,36343.03006,6152,,
,,,,,5206,27258,30477,25363.52575,36298.76861,5944,,
,,,,,5207,25433,28460,25346.62929,36556.38387,5634,,
,,,,,5208,22634,26141,26081.85395,37680.94504,5355,,
,,,,,5209,19642,23540,26648.45108,36974.83655,5080,,
,,,,,5210,17352,21683,27138.47243,35135.58946,4902,,
,,,,,5211,16365,20911,27021.4287,34116.89517,4787,,
,,,,,5212,15642,20390,26653.72704,32488.67815,4715,,
,,,,,5213,15012,19939,26998.08455,31905.24661,4725,,
,,,,,5214,15042,20135,19744.4132,22518.27487,4778,,
,,,,,5215,15299,20420,18567.00346,20448.32501,4973,,
,,,,,5216,15844,21304,17822.35025,19111.00979,5230,,
,,,,,5217,17502,23286,17308.47166,17659.06539,5653,,
,,,,,5218,20068,25956,16898.94442,16573.48339,5891,,
,,,,,5219,22696,28232,16880.07001,16198.73306,6046,,
,,,,,5220,25162,30498,16672.85633,16541.24218,6156,,
,,,,,5221,27549,32095,17365.06312,19732.97995,6179,,
,,,,,5222,28689,32485,17924.57348,22838.6539,6165,,
,,,,,5223,29271,32372,18144.06348,24693.58252,6127,,
,,,,,5224,29711,32123,18379.84556,26313.25831,6172,,
,,,,,5225,30411,32459,18302.0436,27124.89776,6246,,
,,,,,5226,29733,31932,18229.56911,27907.53472,6266,,
,,,,,5227,30272,32325,18099.38508,28600.98102,6179,,
,,,,,5228,29538,31579,17984.55355,29194.79387,6117,,
,,,,,5229,28035,30234,17769.56034,29272.73911,5991,,
,,,,,5230,27170,28933,17677.98282,29555.85545,5781,,
,,,,,5231,25253,26656,17852.89687,30056.47869,5530,,
,,,,,5232,22427,24068,18426.28874,30943.52321,5327,,
,,,,,5233,18382,20987,18378.99302,29913.95872,5061,,
,,,,,5234,16830,19832,18540.74806,27536.99828,4887,,
,,,,,5235,15788,19079,18935.24449,26381.3574,4783,,
,,,,,5236,15387,18807,19112.64177,24926.83753,4725,,
,,,,,5237,15041,18786,19659.06269,24161.2501,4713,,
,,,,,5238,15600,19805,19263.89978,22302.07404,4747,,
,,,,,5239,17115,21713,18017.73138,20170.9365,4901,,
,,,,,5240,19680,24621,17242.4494,18677.5867,5237,,
,,,,,5241,21906,26751,16708.53862,16842.94558,5685,,
,,,,,5242,23178,27775,16292.57166,15837.80053,6091,,
,,,,,5243,24640,29020,16284.94986,15579.71766,6419,,
,,,,,5244,25961,30294,16177.04948,15765.9688,6620,,
,,,,,5245,26984,31076,17207.99696,19837.76211,6612,,
,,,,,5246,27292,31470,18228.48665,24361.19382,6612,,
,,,,,5247,28137,32053,18846.71707,27080.81635,6616,,
,,,,,5248,30009,33532,19254.50106,29051.97791,6683,,
,,,,,5249,32216,35158,19290.20313,30296.27332,6791,,
,,,,,5250,33993,36369,19328.21349,31442.41085,6828,,
,,,,,5251,31197,33137,19230.96494,32361.39773,6698,,
,,,,,5252,26466,28876,19118.20414,33044.47284,6546,,
,,,,,5253,24469,27585,18938.496,33190.7764,6376,,
,,,,,5254,23439,26215,18841.75605,33436.29404,6071,,
,,,,,5255,21437,23744,18938.05978,33646.44607,5746,,
,,,,,5256,18906,21430,19353.09502,34078.41106,5342,,
,,,,,5257,16492,19359,19041.93696,32411.4251,5065,,
,,,,,5258,14845,18186,18877.29251,29180.50688,4920,,
,,,,,5259,13762,17288,19081.12615,27655.87812,4874,,
,,,,,5260,13270,16950,19166.33455,26110.55674,4829,,
,,,,,5261,12893,16823,19627.30025,25561.39479,4864,,
,,,,,5262,13341,17680,25491.21195,30878.11806,4928,,
,,,,,5263,14654,19519,24317.30862,28298.89769,5311,,
,,,,,5264,17084,22446,23747.86815,26666.5344,5695,,
,,,,,5265,19166,24420,23293.75097,24893.80231,5929,,
,,,,,5266,20226,25587,22990.14636,23667.10813,6083,,
,,,,,5267,21642,27102,23712.83744,23433.14782,6177,,
,,,,,5268,23286,28553,24602.88597,24277.80799,6246,,
,,,,,5269,24541,29465,26335.54496,29617.71787,6207,,
,,,,,5270,25072,29920,27608.9496,33459.03337,6149,,
,,,,,5271,26200,30714,28004.67512,35943.94214,6090,,
,,,,,5272,28274,32471,28230.92061,37229.32332,6103,,
,,,,,5273,30627,34450,28197.97482,37590.39907,6186,,
,,,,,5274,32606,35892,28197.86447,37658.73721,6168,,
,,,,,5275,29970,32885,28149.73458,37495.03963,6017,,
,,,,,5276,25518,28726,28128.26064,37306.32861,5889,,
,,,,,5277,23859,27717,27579.07675,36234.73717,5752,,
,,,,,5278,23146,26632,27118.66456,35750.30443,5521,,
,,,,,5279,21373,24394,26980.97306,35783.61725,5196,,
,,,,,5280,19061,22148,27302.35417,36727.35986,4938,,
