Resource,NE_batteries_1,NE_biomass_1,NE_conventional_hydroelectric_1,NE_conventional_steam_coal_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combustion_turbine_1,NE_nuclear_1,NE_offshore_wind_turbine_1,NE_onshore_wind_turbine_1,NE_other_peaker_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,NY_batteries_1,NY_biomass_1,NY_conventional_hydroelectric_1,NY_hydroelectric_pumped_storage_1,NY_natural_gas_fired_combined_cycle_1,NY_natural_gas_fired_combustion_turbine_1,NY_nuclear_1,NY_onshore_wind_turbine_1,NY_other_peaker_1,NY_small_hydroelectric_1,NY_solar_photovoltaic_1,QC_conventional_hydroelectric_1,QC_conventional_steam_coal_1,QC_hydroelectric_pumped_storage_1,QC_natural_gas_fired_combustion_turbine_1,QC_onshore_wind_turbine_1,QC_other_peaker_1,QC_small_hydroelectric_1,QC_solar_photovoltaic_1,ON_conventional_hydroelectric_1,ON_conventional_steam_coal_1,ON_hydroelectric_pumped_storage_1,ON_natural_gas_fired_combustion_turbine_1,ON_natural_gas_fired_combined_cycle_1,ON_onshore_wind_turbine_1,ON_small_hydroelectric_1,ON_solar_photovoltaic_1,ON_nuclear_1,AT_conventional_hydroelectric_1,AT_conventional_steam_coal_1,AT_hydroelectric_pumped_storage_1,AT_natural_gas_fired_combustion_turbine_1,AT_natural_gas_fired_combined_cycle_1,AT_onshore_wind_turbine_1,AT_small_hydroelectric_1,AT_solar_photovoltaic_1,AT_nuclear_1,NY_naturalgas_ccavgcf_moderate_1,NE_naturalgas_ccavgcf_moderate_1,QC_naturalgas_ccavgcf_moderate_1,ON_naturalgas_ccavgcf_moderate_1,AT_naturalgas_ccavgcf_moderate_1,ON_biomass_1,AT_biomass_1,AT_other_peaker_1,NE_batteries_pld_1,NE_solar_photovoltaic_pld1,NY_solar_photovoltaic_pld_1,NY_onshore_wind_turbine_pld_1,NY_offshore_wind_turbine_pld_1,QC_conventional_hydroelectric_pld_1,QC_onshore_wind_turbine_pld1,AT_natural_gas_fired_combined_cycle_pld_1,AT_onshore_wind_turbine_pld_1,AT_solar_photovoltaic_pld_1,AT_nuclear_pld_1,AT_battery_pld_1,AT_small_hydroelectric_pld_1,ON_nuclear_SMR_upld_1,ON_hydroelectric_pumped_storage_upld_1,ON_Battery_upld_1,ON_naturalgas_ccavgcf_moderate_upld_1
t157,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.094,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.423997526868661e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674188.322081272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795615.1968956321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.200624958575549e6,0.0,0.0,0.0,0.0,0.0,484.6741931967396,0.0,0.0,0.0,0.0,0.0
t158,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3964.7345637713265,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.422284112268661e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674215.530081272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795647.6168956321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.199148958575549e6,0.0,0.0,0.0,0.0,0.0,484.6741931967396,0.0,0.0,0.0,0.0,0.0
t159,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.420570697668661e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674242.738081272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795680.0368956322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.197672958575549e6,0.0,0.0,0.0,0.0,0.0,484.6741931967396,0.0,0.0,0.0,0.0,0.0
t160,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.418857283068661e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674269.946081272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795712.4568956322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.196196958575549e6,0.0,0.0,0.0,0.0,0.0,484.6741931967396,0.0,0.0,0.0,0.0,0.0
t161,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.417143868468662e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674297.154081272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795744.8768956322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.194720958575549e6,0.0,0.0,0.0,0.0,0.0,401.47669502174017,0.0,0.0,0.0,0.0,0.0
t162,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.415430453868662e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674324.362081272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795777.2968956323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.193244958575549e6,0.0,0.0,0.0,0.0,0.0,238.4332167608706,0.0,0.0,0.0,0.0,0.0
t163,741.0,0.0,765.0345,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.8032489139996,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.413717039268662e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674351.5700812719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795809.7168956323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.191768958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t164,741.0,0.0,916.5690000000001,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2593.074,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.412003624668662e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674378.7780812719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795842.1368956324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.190292958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t165,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.0,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.410290210068662e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674405.9860812719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795874.5568956324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.188816958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t166,741.0,0.0,923.9309999999998,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406.426,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.408576795468663e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674433.1940812719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795906.9768956325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.187340958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t167,741.0,0.0,1082.214,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.5507193333488,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.406863380868663e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674460.4020812719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795939.3968956325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.185864958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t168,741.0,0.0,626.997,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.759,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.405149966268663e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674487.6100812719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795971.8168956325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.184388958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t169,741.0,0.0,785.28,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695.3513519924854,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.403436551668663e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674514.8180812718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796004.2368956326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.182912958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t170,741.0,0.0,1095.7109999999998,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177.968406673179,11372.12136720554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.401723137068664e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674542.0260812718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796036.6568956326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.181436958575549e6,0.0,0.0,0.0,0.0,0.0,132.48431734055987,0.0,0.0,0.0,0.0,0.0
t171,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.302379932203,12087.29256654093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.400009722468664e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674569.2340812718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796069.0768956327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.179960958575549e6,0.0,0.0,0.0,0.0,0.0,241.39503566680037,0.0,0.0,0.0,0.0,0.0
t172,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,12087.29256654093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.398296307868664e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674596.4420812718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796101.4968956327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.178484958575549e6,0.0,0.0,0.0,0.0,0.0,379.39503566680037,0.0,0.0,0.0,0.0,0.0
t173,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,12725.774728242439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.396582893268664e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674623.6500812718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796133.9168956327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.177008958575549e6,0.0,0.0,0.0,0.0,0.0,517.3950356668004,0.0,0.0,0.0,0.0,0.0
t174,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.394869478668664e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674650.8580812718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796166.3368956328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.175532958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t175,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.393156064068665e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674678.0660812717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796198.7568956328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.174056958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t176,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.391442649468665e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674705.2740812717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796231.1768956329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.172580958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t177,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.389729234868665e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674732.4820812717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796263.5968956329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.171104958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t178,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.388015820268665e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674759.6900812717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796296.016895633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.169628958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t179,741.0,0.0,1205.6563993662696,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.386302405668665e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674786.8980812717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796328.436895633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.168152958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t180,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.384588991068666e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674814.1060812717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796360.856895633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.166676958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t181,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.382875576468666e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674841.3140812716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796393.2768956331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.165200958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t182,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.381162161868666e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674868.5220812716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796425.6968956331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.163724958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t183,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.379448747268666e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674895.7300812716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796458.1168956332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.162248958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t184,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.377735332668667e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674922.9380812716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796490.5368956332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.160772958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t185,741.0,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,13353.067122785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.376021918068667e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674950.1460812716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796522.9568956333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,0.0,0.0,0.0,0.0,8.159296958575549e6,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
t186,533.3913043478261,0.0,1227.0,0.0,15611.01125126134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.7102489139997,12215.163570444987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.374308503468667e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674977.3540812716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796555.3768956333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068.2608695652175,0.0,0.0,0.0,0.0,8.157820958575549e6,0.0,0.0,0.0,0.0,0.0,436.95652173913044,0.0,0.0,0.0,0.0,0.0
t187,325.78260869565224,0.0,626.9969999999998,0.0,13557.893468351409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099.1342489139997,10590.45225404776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.372595088868667e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675004.5620812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796587.7968956333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.521739130435,0.0,0.0,0.0,0.0,8.156344958575549e6,0.0,0.0,0.0,0.0,0.0,273.9130434782609,0.0,0.0,0.0,0.0,0.0
t188,118.17391304347834,0.0,626.9969999999998,0.0,12113.549030929216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.424,8965.740937650531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.370881674268667e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675031.7700812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796620.2168956334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.7826086956524,0.0,0.0,0.0,0.0,8.154868958575549e6,0.0,0.0,0.0,0.0,0.0,110.86956521739131,0.0,0.0,0.0,0.0,0.0
t189,0.0,0.0,626.9969999999998,0.0,12113.549030929216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.424,8965.740937650531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.369168259668668e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675058.9780812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796652.6368956334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.153392958575549e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t190,0.0,0.0,937.4279999999997,0.0,12113.549030929216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2575.340965333303,8965.740937650531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.367454845068668e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675086.1860812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796685.0568956335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.151916958575549e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t191,0.0,0.0,1088.9624999999999,0.0,12113.549030929216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3088.22485638565,8965.740937650531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.365741430468668e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675113.3940812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796717.4768956335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.150440958575549e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t192,0.0,0.0,626.9970000000001,0.0,12113.549030929216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.424,8965.740937650531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.364028015868668e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675140.6020812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796749.8968956335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.148964958575549e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t193,0.0,0.0,626.997,0.0,12113.549030929216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.424,8965.740937650531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.362314601268668e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675167.8100812715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796782.3168956336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.147488958575549e6,0.0,0.0,0.0,0.0,0.0,90.61171496023964,0.0,0.0,0.0,0.0,0.0
